Discussion_ID,Comment_ID,Author,Category,Markup_Body,Body,Created At,Last Edited At
D_kwDOJA-LVs4AUf8N,DC_kwDOJA-LVs4AYX2i,Marwan-9,Announcements,"## Thursday - 2023/07/06

### Done ✅: 
1. Started Assignment 4.
2. Got introduced to pagination.
3. Continued Assignment 3.

### Backlog 🗂️: 
1. Finish Assignment 3. 
2. Finish Assignment 4. 
3. Start formulating our project proposal.
","Thursday - 2023/07/06
Done ✅:

Started Assignment 4.
Got introduced to pagination.
Continued Assignment 3.

Backlog 🗂️:

Finish Assignment 3.
Finish Assignment 4.
Start formulating our project proposal.",2023-07-08T02:27:57Z,
D_kwDOJA-LVs4AUfO_,,dodyg,Announcements,- Met with @SandraHany  and @MillaniaSameh  over https://github.com/silverkeytech/self-paced-learning and https://github.com/silverkeytech/world-discovery/,Met with @SandraHany  and @MillaniaSameh  over https://github.com/silverkeytech/self-paced-learning and https://github.com/silverkeytech/world-discovery/,2023-07-05T12:04:17Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYRXB,MillaniaSameh,Announcements,"- Met with @dodyg and @SandraHany to review the projects. Discussion output: [Self Paced Learning](https://github.com/silverkeytech/self-paced-learning/discussions/1), [World Discovery](https://github.com/silverkeytech/world-discovery/discussions/1).
- Updated the wikis [Self Paced Learning Wiki](https://github.com/silverkeytech/self-paced-learning/wiki), [World Discovery Wiki](https://github.com/silverkeytech/world-discovery/wiki).
- Started data gathering.","Met with @dodyg and @SandraHany to review the projects. Discussion output: Self Paced Learning, World Discovery.
Updated the wikis Self Paced Learning Wiki, World Discovery Wiki.
Started data gathering.",2023-07-05T12:51:29Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYRtU,nourhanhelmy1,Announcements,"### Done
* Started reading Assignment 4.
* Searched for similar CMMS projects to get better idea and decide on the specifications.
* Did a meeting with @salma-ahmed9 and wrote  initial proposal and functionalities in [Wiki](https://github.com/silverkeytech/house-care/wiki).

### To Be Done
* Finish Assignment 4.
* Start doing our project's Penpot design.","Done

Started reading Assignment 4.
Searched for similar CMMS projects to get better idea and decide on the specifications.
Did a meeting with @salma-ahmed9 and wrote  initial proposal and functionalities in Wiki.

To Be Done

Finish Assignment 4.
Start doing our project's Penpot design.",2023-07-05T14:58:30Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYRu-,YoussefDarwishh,Announcements,"- Started with the Penpot designs for our project (Reserve)
- Started Reading and Implementing Assignment 4","Started with the Penpot designs for our project (Reserve)
Started Reading and Implementing Assignment 4",2023-07-05T15:06:25Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSZ6,yasmin-hashem24,Announcements,"# Wednesday 2023/07/05

## Done 👍 :

- studied briefly the idea of the project
- prepared an initial proposal and a list of user functionalities to be discussed with my teammate 
- started assignment 4
- tried understanding what OPML files
## toBeDone 👎 :

- have a meeting with my teammate to furtherly study the project
- finish assignment 4 ","Wednesday 2023/07/05
Done 👍 :

studied briefly the idea of the project
prepared an initial proposal and a list of user functionalities to be discussed with my teammate
started assignment 4
tried understanding what OPML files

toBeDone 👎 :

have a meeting with my teammate to furtherly study the project
finish assignment 4",2023-07-05T19:57:43Z,2023-07-05T19:58:04Z
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYScA,salma-ahmed9,Announcements,"### **Done**
- Start Assignment 4.
- Searched for CMMS projects to better understand how these projects work 
- Did a meeting with @nourhanhelmy1  and wrote initial proposal and functionalities in [Wiki](https://github.com/silverkeytech/house-care/wiki).
### **To be done**

- Finish assignment 4
- start working on initial design of the project using Penpot","Done

Start Assignment 4.
Searched for CMMS projects to better understand how these projects work
Did a meeting with @nourhanhelmy1  and wrote initial proposal and functionalities in Wiki.

To be done

Finish assignment 4
start working on initial design of the project using Penpot",2023-07-05T20:13:55Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSkQ,alaaelsanteel,Announcements,"* started assignment 4
*  searched for OPML files and differences between it and the XML files.","started assignment 4
searched for OPML files and differences between it and the XML files.",2023-07-05T21:04:03Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSnV,SandraHany,Announcements,"### Done

- Met with @dodyg and @MillaniaSameh to review the project.
- Met with @MillaniaSameh to update the wikis and write the output of our meeting with @dodyg 
- Wikis: [Self Paced Learning ](https://github.com/silverkeytech/self-paced-learning/wiki) , [World Discovery](https://github.com/silverkeytech/world-discovery/wiki)
- Review Meeting with Dody: [Self Paced Learning](https://github.com/silverkeytech/self-paced-learning/discussions/1) , [World Discovery](https://github.com/silverkeytech/summer-2023/discussions/64)

### To be done

- Assignment four
- Gather data for the project","Done

Met with @dodyg and @MillaniaSameh to review the project.
Met with @MillaniaSameh to update the wikis and write the output of our meeting with @dodyg
Wikis: Self Paced Learning  , World Discovery
Review Meeting with Dody: Self Paced Learning , World Discovery

To be done

Assignment four
Gather data for the project",2023-07-05T21:36:30Z,2023-07-05T21:38:05Z
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSnj,yehiatarek63,Announcements,"- Started assignment 4 and researched how pagination is implemented
- Designed some UI components and pages for our project (Reserve)","Started assignment 4 and researched how pagination is implemented
Designed some UI components and pages for our project (Reserve)",2023-07-05T21:38:53Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSpk,MariamEssam553,Announcements,"- I was quite tired today so I didn't do much 
- will finish assignment 3 tomorrow","I was quite tired today so I didn't do much
will finish assignment 3 tomorrow",2023-07-05T21:59:59Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSvI,Rofaydaaa,Announcements,"# Wednesday 2023/07/05
- Done working on assignment 3
- Start Work on assignment 4","Wednesday 2023/07/05

Done working on assignment 3
Start Work on assignment 4",2023-07-05T23:14:08Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYSzd,CurtisLee-14,Announcements,"Wednesday 2023/07/05

- Work on assignment 4","Wednesday 2023/07/05

Work on assignment 4",2023-07-06T00:20:35Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYTMS,Omnya-Ellethy,Announcements,"- Worked on implementing assignment 3, did more search about razor pages and rss feed to understand its output as my code couldn't be hosted but i figured it out at the end after alot of searching.
To be done in assignment 3 is styling","Worked on implementing assignment 3, did more search about razor pages and rss feed to understand its output as my code couldn't be hosted but i figured it out at the end after alot of searching.
To be done in assignment 3 is styling",2023-07-06T05:39:48Z,2023-07-06T05:45:48Z
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYVsS,merhanhesham,Announcements,"- searched about razor pages and parsing xml files
- Done with assignment 3","searched about razor pages and parsing xml files
Done with assignment 3",2023-07-07T04:55:56Z,
D_kwDOJA-LVs4AUfO_,DC_kwDOJA-LVs4AYX2N,Marwan-9,Announcements,"## Wednesday - 2023/07/05

### Done ✅: 
Off for Wednesday, worked Friday (7/7/2023) instead.
**Will work on Friday and Saturday instead of Sunday and Wednesday**

### Backlog 🗂️: 
1. Finish Assignment 3. 
2. Start Assignment 4.
3. Start formulating our project proposal.
","Wednesday - 2023/07/05
Done ✅:
Off for Wednesday, worked Friday (7/7/2023) instead.
Will work on Friday and Saturday instead of Sunday and Wednesday
Backlog 🗂️:

Finish Assignment 3.
Start Assignment 4.
Start formulating our project proposal.",2023-07-08T02:14:32Z,2023-07-08T02:28:11Z
D_kwDOJA-LVs4AUf8f,,dodyg,Announcements,"https://basecamp.com/shapeup

It will help you think about how to organize your internship project and bring your ideas to fruition. ","https://basecamp.com/shapeup
It will help you think about how to organize your internship project and bring your ideas to fruition.",2023-07-06T07:55:39Z,
D_kwDOJA-LVs4AUf8f,DC_kwDOJA-LVs4AYTco,dodyg,Announcements,"You don't need to read the whole book

- https://basecamp.com/shapeup/1.1-chapter-02 
- https://basecamp.com/shapeup/1.2-chapter-03
- https://basecamp.com/shapeup/1.3-chapter-04","You don't need to read the whole book

https://basecamp.com/shapeup/1.1-chapter-02
https://basecamp.com/shapeup/1.2-chapter-03
https://basecamp.com/shapeup/1.3-chapter-04",2023-07-06T07:56:56Z,2023-07-06T07:58:10Z
D_kwDOJA-LVs4AUbHt,,dodyg,Announcements,"- You can find everyone's profile here https://github.com/orgs/silverkeytech/projects/30
- Add your new website to the profile. This way it will be easier for me or anyone to do a 2nd or 3rd reviews in the future if you have put some effort in improving them.","You can find everyone's profile here https://github.com/orgs/silverkeytech/projects/30
Add your new website to the profile. This way it will be easier for me or anyone to do a 2nd or 3rd reviews in the future if you have put some effort in improving them.",2023-06-30T04:58:29Z,
D_kwDOJA-LVs4AUbHt,DC_kwDOJA-LVs4AYQHH,Marwan-9,Announcements,"@dodyg 
I am facing this problem.
![image](https://github.com/silverkeytech/summer-2023/assets/76080440/7985c446-3b54-4fca-a3c5-862988c76392)
","@dodyg
I am facing this problem.",2023-07-05T00:17:30Z,
D_kwDOJA-LVs4AUeMT,,dodyg,Announcements,"Folks I am not your mother. Clean and format your code properly. Don't be a messy developer.

![image](https://github.com/silverkeytech/summer-2023/assets/1761249/ea273204-cbc4-4cb8-b469-ba0cd5cf2854)

![image](https://github.com/silverkeytech/summer-2023/assets/1761249/6ec0ce6e-4ec8-45d9-8305-6420b9587144)
![image](https://github.com/silverkeytech/summer-2023/assets/1761249/f54e4b57-6358-4dd4-b7f5-d010d2bc94e7)

",Folks I am not your mother. Clean and format your code properly. Don't be a messy developer.,2023-07-04T06:17:21Z,2023-07-04T06:28:40Z
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYORI,CurtisLee-14,Announcements,"Tuesday - 2023/07/04

-Off today. (July 4th holiday) 

ToDo:

- Any revisions if necessary
- Scheduling next meeting with partner ","Tuesday - 2023/07/04
-Off today. (July 4th holiday)
ToDo:

Any revisions if necessary
Scheduling next meeting with partner",2023-07-04T06:26:15Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYO1g,MillaniaSameh,Announcements,"@dodyg Regarding the project proposal, should we create an initial design using penpot app or using html right away?
Also I can't find a reop for ""Self Paced Learning"" project, should we add one?","@dodyg Regarding the project proposal, should we create an initial design using penpot app or using html right away?
Also I can't find a reop for ""Self Paced Learning"" project, should we add one?",2023-07-04T10:43:59Z,2023-07-04T10:56:06Z
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYPFT,Mahy02,Announcements,"# Tuesday 4/7/2023

## Done today:

- Gathered some resources and made a plan on how to implement the project idea
- Added a suitable timeline for the project
- Finished the proposal where you can find it in a google doc with commenting permissions: https://docs.google.com/document/d/1tqJ-yeSkb16O6rnh5T3CNcrIh6PZE76A8IUr5eYoQM4/edit 

## Suggested Project Framework and libraries:
- From researching, I found that maybe the best way to implement this is use RASA open source framework which I can integrate any machine learning models I want as a component, for example I can build a machine learning model using PyTorch and configure it in RASA. 
- I have added all useful resources I found, but I think those 2 are most useful:
[RASA](https://youtu.be/szZJ0q8Yx7I) 
[Chatbot tutorial with pytorch and python](https://youtu.be/RpWeNzfSUHw) 

- I think I would need to build 2 machine learning models (pytorch or scikit) and train them on gathered data from Slack channel (after getting necessary permissions) then integrate them in RASA. 
- The first machine learning model would be for the ""Monthly Progress Report"" and the second model would be for the questions/answers


","Tuesday 4/7/2023
Done today:

Gathered some resources and made a plan on how to implement the project idea
Added a suitable timeline for the project
Finished the proposal where you can find it in a google doc with commenting permissions: https://docs.google.com/document/d/1tqJ-yeSkb16O6rnh5T3CNcrIh6PZE76A8IUr5eYoQM4/edit

Suggested Project Framework and libraries:


From researching, I found that maybe the best way to implement this is use RASA open source framework which I can integrate any machine learning models I want as a component, for example I can build a machine learning model using PyTorch and configure it in RASA.


I have added all useful resources I found, but I think those 2 are most useful:
RASA
Chatbot tutorial with pytorch and python


I think I would need to build 2 machine learning models (pytorch or scikit) and train them on gathered data from Slack channel (after getting necessary permissions) then integrate them in RASA.


The first machine learning model would be for the ""Monthly Progress Report"" and the second model would be for the questions/answers",2023-07-04T12:36:03Z,2023-07-04T18:36:32Z
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYPZJ,MillaniaSameh,Announcements,"- Discussed some initial ideas with my partner for the project 
- Added some specifications to the wiki","Discussed some initial ideas with my partner for the project
Added some specifications to the wiki",2023-07-04T14:44:45Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYPcu,salma-ahmed9,Announcements,"### **Done**

- Finished assignment 3
- Watched videos about HttpClient and how to use it in requests and extracting responses
- Watched videos on how to parse XML documents
### **To be Done**

- Discuss project specifications and initial design with my teammate","Done

Finished assignment 3
Watched videos about HttpClient and how to use it in requests and extracting responses
Watched videos on how to parse XML documents

To be Done

Discuss project specifications and initial design with my teammate",2023-07-04T15:07:49Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYP6C,nourhanhelmy1,Announcements,"### **Done**
- Finished assignment 3
- Making edits to assignment 2 after the review","Done

Finished assignment 3
Making edits to assignment 2 after the review",2023-07-04T20:38:39Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYP6_,alaaelsanteel,Announcements,"### Done
* finished assignment 3.
### To Be Done
* make the project proposal, specifications and try to put a timeline for it ","Done

finished assignment 3.

To Be Done

make the project proposal, specifications and try to put a timeline for it",2023-07-04T20:50:46Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYP9I,SandraHany,Announcements,"- Discussed the project with my partner 
[World Discovery Wiki ](https://github.com/silverkeytech/world-discovery/wiki)
[Self Paced Learning Project Requirements](https://github.com/silverkeytech/summer-2023/issues/40)","Discussed the project with my partner
World Discovery Wiki 
Self Paced Learning Project Requirements",2023-07-04T21:19:51Z,2023-07-05T12:29:07Z
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYP9s,yasmin-hashem24,Announcements,"## Done 👍 : 

- done editions to assignment 3 
- restudied some html designing 
","Done 👍 :

done editions to assignment 3
restudied some html designing",2023-07-04T21:28:27Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYP-M,Rofaydaaa,Announcements,"# Tuesday: 2023/07/04
- Done with assignment 2
- Done with writing problems that faced me during the assignment in the repo README.md
- Start working on assignment 3","Tuesday: 2023/07/04

Done with assignment 2
Done with writing problems that faced me during the assignment in the repo README.md
Start working on assignment 3",2023-07-04T21:33:49Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYP_g,YoussefDarwishh,Announcements,"- My teammate and i wrote the [wiki](https://github.com/silverkeytech/reserve/wiki/Specification) for our project as an initial draft until the project discussion
- Discussed with my teammate about the potential designs for the landing page and the general layout of the website
- Started some PenPot tutorials from the website
- Continued with the interactive EdgeDB tutorial","My teammate and i wrote the wiki for our project as an initial draft until the project discussion
Discussed with my teammate about the potential designs for the landing page and the general layout of the website
Started some PenPot tutorials from the website
Continued with the interactive EdgeDB tutorial",2023-07-04T21:55:31Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYQAZ,Yumna-Hamdy,Announcements,Finished assignment 2 and submitted it.,Finished assignment 2 and submitted it.,2023-07-04T22:10:06Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYQDV,yehiatarek63,Announcements,"- Discussed various aspects and functionalities of our project and began writing the wiki
- Discussed with my teammate about the potential designs for the landing page and the general layout of the website","Discussed various aspects and functionalities of our project and began writing the wiki
Discussed with my teammate about the potential designs for the landing page and the general layout of the website",2023-07-04T23:09:31Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYQEn,MariamEssam553,Announcements,"# Done  👍
- Finished assignment 2
- Started working on assignment 3

# To Do 👎 
- Discuss project specifications and initial design with my teammates","Done  👍

Finished assignment 2
Started working on assignment 3

To Do 👎

Discuss project specifications and initial design with my teammates",2023-07-04T23:41:55Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYQG6,Marwan-9,Announcements,"## Tuesday - 2023/07/04

### Done ✅: 
1. Finished Assignment 2. [Check my submission](https://github.com/silverkeytech/summer-2023/discussions/45#discussioncomment-6357276)
2. Started Assignment 3.

### Backlog 🗂️: 
1. Finish Assignment 3. 
2. Start formulating our project proposal.
","Tuesday - 2023/07/04
Done ✅:

Finished Assignment 2. Check my submission
Started Assignment 3.

Backlog 🗂️:

Finish Assignment 3.
Start formulating our project proposal.",2023-07-05T00:12:13Z,
D_kwDOJA-LVs4AUeMT,DC_kwDOJA-LVs4AYQJS,Omnya-Ellethy,Announcements,"- ✅ Adjusted assignment 1 & assignment 2 according to feedbacks
- I have started working on assignment 3, searched for how to parse xml files, IHttpClient link provided, razor pages but I am still in the process of making progress on the assignment.","✅ Adjusted assignment 1 & assignment 2 according to feedbacks
I have started working on assignment 3, searched for how to parse xml files, IHttpClient link provided, razor pages but I am still in the process of making progress on the assignment.",2023-07-05T00:50:17Z,
D_kwDOJA-LVs4AUdqk,,dodyg,Announcements,- Review your code. There is zero reason to have code formatting and coding standard violation for a 100 line program. You all should be beyond this stage already. ,Review your code. There is zero reason to have code formatting and coding standard violation for a 100 line program. You all should be beyond this stage already.,2023-07-03T12:38:34Z,2023-07-03T12:41:32Z
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYM45,MillaniaSameh,Announcements,"- Read some articles on how to parse xml files.
- Finished assignment 3.
- Preparing some ideas to discuss with my partner for the project.
","Read some articles on how to parse xml files.
Finished assignment 3.
Preparing some ideas to discuss with my partner for the project.",2023-07-03T13:26:30Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNNL,Mahy02,Announcements,"- Working on a Timeline for implementing the project Idea
- Started writing a simple proposal for the project idea ","Working on a Timeline for implementing the project Idea
Started writing a simple proposal for the project idea",2023-07-03T15:57:05Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNQa,CurtisLee-14,Announcements," Monday 2023-07-03

-Work out the final kink in assignment 2 and begin working on assignment 3","Monday 2023-07-03
-Work out the final kink in assignment 2 and begin working on assignment 3",2023-07-03T16:26:13Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNak,SandraHany,Announcements,- Finished assignment 3,Finished assignment 3,2023-07-03T17:56:18Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNgA,YoussefDarwishh,Announcements,"- Finished Assignment 3 

To be done:

- Study edgedb 
- Finish the wiki with my teammate for the project and create a plan with him","Finished Assignment 3

To be done:

Study edgedb
Finish the wiki with my teammate for the project and create a plan with him",2023-07-03T18:55:39Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNoi,Omnya-Ellethy,Announcements,"### Assignment 1 ✅

- Redone assignment 1 as there was a problem in what I did yesterday so i took step back to focus on getting the basics right first so I changed code structure and modified the design

### Assignment 2 ✅

- begin styling in assignment 2 and finished it, added all needed validations and reviewed the code for any changes to adjust and submitted it

### To be done👩‍💻

- start assignment 3
- finish searching for project outlines & specifications to review with my teammate","Assignment 1 ✅

Redone assignment 1 as there was a problem in what I did yesterday so i took step back to focus on getting the basics right first so I changed code structure and modified the design

Assignment 2 ✅

begin styling in assignment 2 and finished it, added all needed validations and reviewed the code for any changes to adjust and submitted it

To be done👩‍💻

start assignment 3
finish searching for project outlines & specifications to review with my teammate",2023-07-03T20:20:23Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNpU,salma-ahmed9,Announcements,"### **Done**

- Finished assignment 2 . today I worked on : 

1. Modifying input validations in assignment 2

2. Saving image information in JSON file

3. Reading from JSON file and displaying title and image from JSON file

### **To be Done**

- Read about razor pages and how to parse XML files
- Start working on assignment 3

","Done

Finished assignment 2 . today I worked on :



Modifying input validations in assignment 2


Saving image information in JSON file


Reading from JSON file and displaying title and image from JSON file


To be Done

Read about razor pages and how to parse XML files
Start working on assignment 3",2023-07-03T20:28:43Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNtp,yehiatarek63,Announcements,"- Finished and reviewed assignment 3

- gained more understanding of the concept of DI and used it with httpClient in the assignment
### To be done:

- Decide upon requirements and functionalities of project","Finished and reviewed assignment 3


gained more understanding of the concept of DI and used it with httpClient in the assignment


To be done:

Decide upon requirements and functionalities of project",2023-07-03T21:28:00Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNzd,MariamEssam553,Announcements,"- I mostly worked on assignment 2 today
- I finished 70% of it and will complete tomorrow 
- Read assignment 3 quickly and decided what I need to learn about more","I mostly worked on assignment 2 today
I finished 70% of it and will complete tomorrow
Read assignment 3 quickly and decided what I need to learn about more",2023-07-03T23:17:24Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYNzl,alaaelsanteel,Announcements,"* read the Make HTTP requests using IHttpClientFactory in ASP.NET Core that was provided.
* continue with assignment 3","read the Make HTTP requests using IHttpClientFactory in ASP.NET Core that was provided.
continue with assignment 3",2023-07-03T23:19:42Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYN2b,yasmin-hashem24,Announcements,"# Monday 2023/07/03

## Done 👍 : 

- learned how to deal with xml files and download them
- gone more into html designing 
- did assignment 3 waiting if their is any edits

## toBeDone  👎 : 

- get in the project with my partner 
","Monday 2023/07/03
Done 👍 :

learned how to deal with xml files and download them
gone more into html designing
did assignment 3 waiting if their is any edits

toBeDone  👎 :

get in the project with my partner",2023-07-04T00:04:46Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYN5_,nourhanhelmy1,Announcements,"- Finished Assignment 2.
- Started in Assignment 3.
- Started working on project requirements.","Finished Assignment 2.
Started in Assignment 3.
Started working on project requirements.",2023-07-04T01:10:10Z,2023-07-04T01:10:33Z
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYPlV,merhanhesham,Announcements,- Working in progress on assignment 2,Working in progress on assignment 2,2023-07-04T16:25:29Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYP9-,Rofaydaaa,Announcements,"# Monday 2023/07/03
- Working on assignment 2
- Learning how to serve static files, it was a problem in the assignment as the server wasn't able to load resources.
- Learning when to use ***context.Response.WriteAsync*** and ***Results.Content*** as I was confused between their uses.","Monday 2023/07/03

Working on assignment 2
Learning how to serve static files, it was a problem in the assignment as the server wasn't able to load resources.
Learning when to use context.Response.WriteAsync and Results.Content as I was confused between their uses.",2023-07-04T21:31:01Z,
D_kwDOJA-LVs4AUdqk,DC_kwDOJA-LVs4AYQHh,Marwan-9,Announcements,"## Monday - 2023/07/03

### Done ✅: 
Honestly I have not done any progress, my car's water pump was broken so I had some work to do. I will be working on weekend to compansate.

### Backlog 🗂️: 
1. Start Assignment 3.
2. Finish Assignment 2. 
3. Start determining the outlines of our project.
4. Get more familair with .NET ","Monday - 2023/07/03
Done ✅:
Honestly I have not done any progress, my car's water pump was broken so I had some work to do. I will be working on weekend to compansate.
Backlog 🗂️:

Start Assignment 3.
Finish Assignment 2.
Start determining the outlines of our project.
Get more familair with .NET",2023-07-05T00:25:01Z,
D_kwDOJA-LVs4AUWoM,,dodyg,Assignments,"- Create a public website about yourself
- You can host it anywhere
- You can use any JS framework you want, if you choose to. 
- Write the HTML and CSS. 

The goal of this assignment is to enable me to evaluate your ability to create a web page. 

Post your URLs in the comment section below.  Deadline is this Tuesday, June 27 2023. ","Create a public website about yourself
You can host it anywhere
You can use any JS framework you want, if you choose to.
Write the HTML and CSS.

The goal of this assignment is to enable me to evaluate your ability to create a web page.
Post your URLs in the comment section below.  Deadline is this Tuesday, June 27 2023.",2023-06-25T14:56:10Z,
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX-rm,salma-ahmed9,Assignments,"I finished working on my portfolio website . I used HTML , CSS and JavaScript . For deployment , I used GitHub pages to publish the website.
Here is the link to the website : https://salma-ahmed9.github.io/My-Portfolio/
Here is the link to the repo that contain the code : https://github.com/salma-ahmed9/My-Portfolio
It consists of 3 pages : index.html , style.css , script.js and folder img contains 3 images I used . 
## Sections of the page
The page consists of four sections : Home , About me , Skills , Projects and Contact me
## JavaScript 
I used JavaScript for creating the fading effect in home section by creating two functions :fade in and fade out with setting time interval between them 

","I finished working on my portfolio website . I used HTML , CSS and JavaScript . For deployment , I used GitHub pages to publish the website.
Here is the link to the website : https://salma-ahmed9.github.io/My-Portfolio/
Here is the link to the repo that contain the code : https://github.com/salma-ahmed9/My-Portfolio
It consists of 3 pages : index.html , style.css , script.js and folder img contains 3 images I used .
Sections of the page
The page consists of four sections : Home , About me , Skills , Projects and Contact me
JavaScript
I used JavaScript for creating the fading effect in home section by creating two functions :fade in and fade out with setting time interval between them",2023-06-26T20:03:54Z,2023-06-26T20:04:08Z
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX-2c,yasmin-hashem24,Assignments,"# Links :
- link for the website : https://yasmin-hashem24.github.io/yasmin_hashem24.github.io/
- link for my repo : https://github.com/yasmin-hashem24/yasmin_hashem24.github.io


# comments : 

- i think i need to train on designing and having taste in UI 
- used html , css and javascript
- don't know if i need to get fluent with a frontend framework like react the next time
- published on GitHub pages , was easy 
- the website is like a design for my own CV but i need to know more about portfolio websites 
 ","Links :

link for the website : https://yasmin-hashem24.github.io/yasmin_hashem24.github.io/
link for my repo : https://github.com/yasmin-hashem24/yasmin_hashem24.github.io

comments :

i think i need to train on designing and having taste in UI
used html , css and javascript
don't know if i need to get fluent with a frontend framework like react the next time
published on GitHub pages , was easy
the website is like a design for my own CV but i need to know more about portfolio websites",2023-06-26T21:30:31Z,
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX_En,CurtisLee-14,Assignments,"link to my site: https://curtislee-14.github.io/
link to my repo: https://github.com/[CurtisLee-14/CurtisLee-14.github.io](https://github.com/CurtisLee-14/CurtisLee-14.github.io)

**Comments**

I need to gain more experience in javascript.
I also need better taste because it is basic.
I have a good knowledge of css/html
Github pages was easy to do with no prior experience","link to my site: https://curtislee-14.github.io/
link to my repo: https://github.com/[CurtisLee-14/CurtisLee-14.github.io](https://github.com/CurtisLee-14/CurtisLee-14.github.io)
Comments
I need to gain more experience in javascript.
I also need better taste because it is basic.
I have a good knowledge of css/html
Github pages was easy to do with no prior experience",2023-06-27T00:22:23Z,2023-06-27T00:24:19Z
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX_H1,SandraHany,Assignments,"**Links:**
- this is the link to the webpage : [portfolio](https://sandrahany.github.io/portfolio/)
- this is the link to the repo: [repo](https://github.com/SandraHany/portfolio)
","Links:

this is the link to the webpage : portfolio
this is the link to the repo: repo",2023-06-27T01:05:30Z,
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX_Ug,yehiatarek63,Assignments,"Here is a link for my profile webisite using HTML and CSS:

- Link: [My Profile](https://yehiatarek63.github.io/)

- Repo Link: [Repo Link](https://github.com/yehiatarek63/yehiatarek63.github.io)

- Used github pages for deployment.
","Here is a link for my profile webisite using HTML and CSS:


Link: My Profile


Repo Link: Repo Link


Used github pages for deployment.",2023-06-27T04:07:20Z,
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX_cu,MillaniaSameh,Assignments,Webpage link: [my profile](https://millania-sameh-2cd43.web.app/),Webpage link: my profile,2023-06-27T05:59:17Z,
D_kwDOJA-LVs4AUWoM,DC_kwDOJA-LVs4AX_kn,YoussefDarwishh,Assignments,Here's my webpage link: [My Profile](https://youssefdarwishh.github.io/CV-Portfolio/),Here's my webpage link: My Profile,2023-06-27T07:04:27Z,
